ZONA, NUMERACION_INICIAL, NUMERACION_FINAL, OCUPACION, MODALIDAD, RAZON_SOCIAL, FECHA_ASIGNACION
6,6444700000,6444707999,8000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
6,6241444500,6241444999,500,FIJO,"TELEFONOS DE MEXICO, S.A.B. DE C.V.",30/05/2000,
6,6444710000,6444719999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
4,4525216000,4525217999,2000,CPP,"RADIOMOVIL DIPSA, S.A. DE C.V.",03/03/1999,
6,6444720000,6444729999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
6,6444730000,6444739999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
6,6444740000,6444749999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
6,6444750000,6444759999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
6,6444760000,6444769999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
6,6444770000,6444779999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
6,6444780000,6444789999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
6,6444790000,6444799999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
6,6444800000,6444809999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
8,8997941000,8997949999,9000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
4,4525220000,4525229999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",31/12/1995,
8,8998010000,8998019999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
8,8998020000,8998029999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
8,8998030000,8998039999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
8,8998040000,8998049999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
8,8998050000,8998059999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
8,8998060000,8998069999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
8,8998070000,8998079999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
8,8998080000,8998089999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
8,8998090000,8998099999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
8,8998100000,8998100999,1000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
4,4525230000,4525239999,10000,FIJO,"TELEFONOS DE MEXICO, S.A.B. DE C.V.",31/12/1995,
8,8998110000,8998119999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
8,8242055000,8242059999,5000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
8,8242110000,8242114999,5000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
8,8242120000,8242129999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
8,8242130000,8242139999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
8,8242140000,8242149999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
8,8242150000,8242159999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
8,8242160000,8242169999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
8,8242170000,8242179999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
8,8242180000,8242189999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
8,8242190000,8242199999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
4,4525240000,4525249999,10000,FIJO,"TELEFONOS DE MEXICO, S.A.B. DE C.V.",31/12/1995,
8,8242200000,8242209999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
8,8242210000,8242219999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
2,2451912000,2451919999,8000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
2,2452090000,2452099999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
2,2452100000,2452109999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
2,2452110000,2452119999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
2,2452120000,2452129999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
2,2452130000,2452139999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
2,2452140000,2452149999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
2,2452150000,2452159999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
4,4525252000,4525254999,3000,CPP,"RADIOMOVIL DIPSA, S.A. DE C.V.",13/11/1998,
2,2452160000,2452169999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
2,2452170000,2452179999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
2,2452180000,2452181999,2000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
2,2452190000,2452199999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
4,4812474000,4812479999,6000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
4,4812865000,4812868999,4000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
4,4812869000,4812869999,1000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
4,4812890000,4812899999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
4,4525255000,4525259999,5000,CPP,"RADIOMOVIL DIPSA, S.A. DE C.V.",20/08/1998,
4,4812900000,4812909999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
4,4812910000,4812919999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
4,4812920000,4812929999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
4,4812930000,4812939999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
4,4812940000,4812949999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
4,4499703968,4499704999,1032,FIJO,"TELEFONOS DE MEXICO, S.A.B. DE C.V.",19/05/2000,
4,4812950000,4812959999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
4,4812960000,4812969999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
4,4812970000,4812979999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
4,4812980000,4812988999,9000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
8,8345086000,8345089999,4000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
4,4525260000,4525269899,9900,CPP,"RADIOMOVIL DIPSA, S.A. DE C.V.",31/12/1995,
8,8345120000,8345129999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
8,8345130000,8345139999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
8,8345140000,8345149999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
8,8345160000,8345169999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
8,8345170000,8345179999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
8,8345180000,8345189999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
8,8345190000,8345199999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
8,8345200000,8345209999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
8,8345210000,8345219999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
8,8345220000,8345225999,6000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
4,4525269900,4525269999,100,CPP,"RADIOMOVIL DIPSA, S.A. DE C.V.",31/12/1995,
8,8345230000,8345239999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
9,9213539000,9213539999,1000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
9,9214130000,9214139999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
9,9214140000,9214149999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
9,9214150000,9214159999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
9,9214160000,9214169999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
9,9214170000,9214179999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
9,9214180000,9214189999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
9,9214190000,9214199999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
9,9214200000,9214209999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
4,4525270000,4525272399,2400,FIJO,"TELEFONOS DE MEXICO, S.A.B. DE C.V.",31/12/1995,
9,9214210000,9214219999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
9,9214220000,9214228999,9000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
9,9214230000,9214239999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
3,3123645000,3123649999,5000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
3,3124155000,3124159999,5000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
3,3124210000,3124219999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
3,3124220000,3124229999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
3,3124230000,3124239999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
3,3124240000,3124249999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
3,3124250000,3124259999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
4,4525272400,4525272999,600,FIJO,"TELEFONOS DE MEXICO, S.A.B. DE C.V.",13/04/1999,
3,3124260000,3124269999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
3,3124270000,3124279999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
3,3124280000,3124289999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
3,3124290000,3124299999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
3,3124300000,3124309999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
9,9332582000,9332589999,8000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
9,9332750000,9332759999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
9,9332760000,9332769999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
9,9332770000,9332779999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
9,9332780000,9332789999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
6,6241456000,6241456099,100,FIJO,"TELEFONOS DE MEXICO, S.A.B. DE C.V.",15/12/1998,
4,4525273000,4525273999,1000,FIJO,"TELEFONOS DE MEXICO, S.A.B. DE C.V.",15/12/1998,
9,9332790000,9332799999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
9,9332800000,9332809999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
9,9332810000,9332819999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
9,9332820000,9332829999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
9,9332830000,9332839999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
9,9332840000,9332841999,2000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
9,9332850000,9332859999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
9,9632603000,9632609999,7000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
9,9633525000,9633529999,5000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
9,9633560000,9633569999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
4,4525274000,4525274023,24,FIJO,"TELEFONOS DE MEXICO, S.A.B. DE C.V.",04/07/2001,
9,9633570000,9633579999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
9,9633580000,9633589999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
9,9633590000,9633599999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
9,9633600000,9633609999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
9,9633610000,9633619999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
9,9633620000,9633629999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
9,9633630000,9633639999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
9,9633640000,9633647999,8000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
9,9633650000,9633659999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
4,4122340000,4122349999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
4,4122350000,4122359999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
4,4525275000,4525275999,1000,FIJO,"TELEFONOS DE MEXICO, S.A.B. DE C.V.",31/12/1995,
4,4122360000,4122369999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
4,4122370000,4122379999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
4,4122380000,4122389999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
4,4122390000,4122399999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
4,4122400000,4122409999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
4,4122410000,4122419999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
4,4122420000,4122429999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
4,4122430000,4122439999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
4,4122440000,4122449999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
4,4525276000,4525276767,768,FIJO,"TELEFONOS DE MEXICO, S.A.B. DE C.V.",10/06/1998,
2,2713265000,2713269999,5000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
2,2713825000,2713829999,5000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
2,2713900000,2713909999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
2,2713910000,2713919999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
2,2713920000,2713929999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
2,2713930000,2713939999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
2,2713940000,2713949999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
2,2713950000,2713959999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
2,2713960000,2713969999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
2,2713970000,2713979999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
4,4525276768,4525276999,232,FIJO,"TELEFONOS DE MEXICO, S.A.B. DE C.V.",04/07/2001,
2,2713980000,2713989999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
2,2713990000,2713999999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
2,2882305000,2882309999,5000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
2,2882620000,2882624999,5000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
2,2882630000,2882639999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
2,2882640000,2882649999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
2,2882650000,2882659999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
2,2882660000,2882669999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
2,2882670000,2882679999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
2,2882680000,2882689999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
2,2882690000,2882699999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
4,4525277000,4525278999,2000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",16/12/1998,
2,2882700000,2882709999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
2,2882710000,2882719999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
2,2882720000,2882729999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
9,9872136000,9872139999,4000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
9,9872550000,9872555999,6000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
9,9872560000,9872569999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
9,9872570000,9872579999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
9,9872580000,9872589999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
9,9872590000,9872599999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
9,9872600000,9872609999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
4,4525279000,4525279999,1000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",06/07/1998,
9,9872610000,9872619999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
9,9872620000,9872629999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
9,9872630000,9872639999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
9,9872640000,9872649999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
9,9872650000,9872659999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
6,6252750000,6252759999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
6,6252760000,6252769999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
6,6252770000,6252779999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
6,6252780000,6252789999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
6,6252790000,6252799999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
4,4525286000,4525286887,888,FIJO,"TELEFONOS DE MEXICO, S.A.B. DE C.V.",31/12/1995,
6,6252800000,6252809999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
6,6252810000,6252819999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
6,6252820000,6252829999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
6,6252840000,6252849999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
6,6252850000,6252859999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
6,6252860000,6252869999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
5,5647400000,5647409999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
5,5647410000,5647419999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
5,5647420000,5647429999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
4,4525280000,4525285999,6000,FIJO,"TELEFONOS DE MEXICO, S.A.B. DE C.V.",31/12/1995,
5,5647430000,5647439999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
5,5647440000,5647449999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
5,5647450000,5647459999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
5,5647460000,5647469999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
5,5647470000,5647479999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
5,5647480000,5647489999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
5,5647490000,5647499999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
5,5647500000,5647509999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
5,5647510000,5647519999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
5,5647520000,5647529999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
4,4245360000,4245362175,2176,FIJO,"TELEFONOS DE MEXICO, S.A.B. DE C.V.",31/12/1995,
5,5647530000,5647539999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
5,5647540000,5647549999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
5,5647550000,5647559999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
5,5647560000,5647569999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
5,5647570000,5647579999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
5,5647580000,5647589999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
5,5647590000,5647599999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
5,5647600000,5647609999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
5,5647610000,5647619999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",12/07/2022,
